title,show_type,episodes,premiered,studios,source,genres,theme,age_rating,score,ranking,popularity_rank
xxxHOLiC The Movie: A Midsummer Night's Dream,Movie,1,Summer 2005,Production I.G,Manga,"Comedy, Drama, Mystery, Supernatural",Psychological,PG-13 - Teens 13 or older,7.951,6422,2388
Yowamushi Pedal,TV,38,Fall 2013,TMS Entertainment,Manga,"Comedy, Drama, Sports",,PG-13 - Teens 13 or older,7.951,6432,936
Mobile Suit Gundam 0080: War in the Pocket,OVA,6,Spring 1989,Sunrise,Original,"Drama, Sci-Fi","Mecha, Military, Space",PG-13 - Teens 13 or older,7.941,6442,2632
Mobile Suit Gundam Thunderbolt,ONA,4,Winter 2016,Sunrise,Manga,"Action, Drama, Sci-Fi","Mecha, Military, Space",R - 17+ (violence & profanity),7.941,6452,2736
Mobile Suit Gundam Thunderbolt: December Sky,Movie,1,Summer 2016,Sunrise,Manga,"Action, Drama, Sci-Fi","Mecha, Military, Space",R - 17+ (violence & profanity),7.941,6462,4269
Nekomonogatari Black,TV,4,Winter 2013,Shaft,Light novel,"Comedy, Romance, Supernatural, Ecchi",,R - 17+ (violence & profanity),7.941,6472,355
Non Non Biyori,TV,12,Fall 2013,SILVER LINK.,Manga,Slice of Life,"CGDCT, Iyashikei, School",PG-13 - Teens 13 or older,7.941,6482,480
Trigun - Badlands Rumble,Movie,1,Spring 2010,Madhouse,Manga,"Action, Adventure, Comedy, Drama, Sci-Fi",Adult Cast,PG-13 - Teens 13 or older,7.941,6492,1464
Wotakoi: Love is Hard for Otaku (OVA),OVA,3,Spring 2019,"A-1 Pictures, Lapin Track",Web manga,Romance,"Adult Cast, Otaku Culture, Workplace",PG-13 - Teens 13 or older,7.941,6502,1180
Sailor Moon Sailor Stars,TV,34,Spring 1996,Toei Animation,Manga,"Adventure, Comedy, Drama, Fantasy, Romance",Mahou Shoujo,PG-13 - Teens 13 or older,7.941,6512,1748
My Hero Academia Season 4,TV,25,Fall 2019,Bones,Manga,Action,"School, Super Power",PG-13 - Teens 13 or older,7.941,6522,55
Bungou Stray Dogs Wan!,TV,12,Winter 2021,"Bones, Nomad",Manga,"Comedy, Slice of Life, Supernatural",,PG-13 - Teens 13 or older,7.941,6532,1896
"Clannad: Another World, Tomoyo Chapter",Special,1,Summer 2008,Kyoto Animation,Visual novel,"Drama, Romance",School,PG-13 - Teens 13 or older,7.941,6542,690
Dance Dance Danseur,TV,11,Spring 2022,MAPPA,Manga,Drama,Performing Arts,PG-13 - Teens 13 or older,7.941,6552,2424
Douluo Dalu: Chongfan Haotian,ONA,13,Summer 2021,Sparkly Key Animation Studio,Novel,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",PG-13 - Teens 13 or older,7.941,6562,8149
Fate/Grand Order: Absolute Demonic Front - Babylonia,TV,21,Fall 2019,CloverWorks,Game,"Action, Fantasy, Supernatural",Isekai,PG-13 - Teens 13 or older,7.941,6572,830
Searching for the Full Moon,TV,52,Spring 2002,Studio Deen,Manga,"Comedy, Drama, Romance, Supernatural",Music,PG-13 - Teens 13 or older,7.941,6582,1760
Is the Order a Rabbit? Bloom,TV,12,Fall 2020,Encourage Films,4-koma manga,Comedy,"CGDCT, Iyashikei, Workplace",PG-13 - Teens 13 or older,7.941,6592,2587
Hanamonogatari,TV,5,Summer 2014,Shaft,Light novel,"Comedy, Mystery, Supernatural",,R - 17+ (violence & profanity),7.941,6602,475
Mobile Police Patlabor 2: The Movie,Movie,1,Summer 1993,Production I.G,Original,"Drama, Mystery, Sci-Fi","Detective, Mecha, Military",PG-13 - Teens 13 or older,7.941,6612,3441
You and Me 2,TV,13,Spring 2012,J.C.Staff,Manga,"Comedy, Drama, Romance, Slice of Life","Iyashikei, School",PG-13 - Teens 13 or older,7.941,6622,2011
Log Horizon,TV,25,Fall 2013,Satelight,Light novel,"Action, Adventure, Fantasy","Adult Cast, Video Game",PG-13 - Teens 13 or older,7.941,6632,117
My Hero Academia,TV,13,Spring 2016,Bones,Manga,Action,"School, Super Power",PG-13 - Teens 13 or older,7.931,6642,6
Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,Winter 2010,Bones,Original,"Action, Mystery, Sci-Fi",Super Power,R - 17+ (violence & profanity),7.931,6652,821
Full Metal Panic! The Second Raid,TV,13,Summer 2005,Kyoto Animation,Light novel,Action,"Mecha, Military",R - 17+ (violence & profanity),7.931,6662,807
Hidamari Sketch x Honeycomb,TV,12,Fall 2012,Shaft,4-koma manga,"Comedy, Slice of Life","CGDCT, Iyashikei, School, Visual Arts",PG-13 - Teens 13 or older,7.931,6672,4111
Welcome to Irabu's Office,TV,11,Fall 2009,Toei Animation,Novel,Drama,"Medical, Psychological",R - 17+ (violence & profanity),7.931,6682,1967
Love Live! The School Idol Movie,Movie,1,Summer 2015,Sunrise,Original,Slice of Life,"Idols (Female), Music, School",PG-13 - Teens 13 or older,7.931,6692,1517
Overlord III,TV,13,Summer 2018,Madhouse,Light novel,"Action, Fantasy, Supernatural","Isekai, Video Game",R - 17+ (violence & profanity),7.931,6702,194
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA,1,Winter 2013,Tatsunoko Production,Manga,Comedy,School,PG-13 - Teens 13 or older,7.931,6712,4203
Tamako Love Story,Movie,1,Spring 2014,Kyoto Animation,Original,"Romance, Slice of Life",,PG-13 - Teens 13 or older,7.931,6722,566
Akagi,TV,26,Fall 2005,Madhouse,Manga,Suspense,"Adult Cast, High Stakes Game, Organized Crime, Psychological, Strategy Game",R - 17+ (violence & profanity),7.931,6732,1848
Blast of Tempest,TV,24,Fall 2012,Bones,Manga,"Action, Drama, Fantasy, Mystery",Psychological,PG-13 - Teens 13 or older,7.931,6742,330
Marine Shukkou!!,Music,1,Spring 2022,Frontier One,Other,,Music,PG-13 - Teens 13 or older,7.921,6752,8415
Overlord,TV,13,Summer 2015,Madhouse,Light novel,"Action, Adventure, Fantasy, Supernatural","Isekai, Video Game",R - 17+ (violence & profanity),7.921,6762,69
Plastic Memories,TV,13,Spring 2015,Doga Kobo,Original,"Drama, Romance, Sci-Fi",,PG-13 - Teens 13 or older,7.921,6772,162
The Stranger by the Shore,Movie,1,Fall 2020,Studio Hibari,Manga,"Boys Love, Romance, Slice of Life",,PG-13 - Teens 13 or older,7.921,6782,1411
Yakitate!! Japan,TV,69,Fall 2004,Sunrise,Manga,"Comedy, Gourmet",,PG-13 - Teens 13 or older,7.921,6792,1886
Yuru Yuri San☆Hai!,TV,12,Fall 2015,TYO Animations,Manga,"Comedy, Girls Love","CGDCT, Gag Humor, School",PG-13 - Teens 13 or older,7.921,6802,1589
Scissor Seven,ONA,10,Spring 2018,AHA Entertainment,Original,"Action, Comedy, Drama, Mystery, Romance","Martial Arts, Super Power",PG-13 - Teens 13 or older,7.921,6812,2232
City Hunter,TV,51,Spring 1987,Sunrise,Manga,"Action, Comedy, Mystery",,PG-13 - Teens 13 or older,7.921,6822,2221
Code Geass: Lelouch of the Re;surrection,Movie,1,Winter 2019,Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military, Super Power",R - 17+ (violence & profanity),7.921,6832,711
Detective Conan OVA 09: The Stranger in 10 Years...,OVA,1,Summer 2009,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,PG-13 - Teens 13 or older,7.921,6842,4294
Eyeshield 21,TV,145,Spring 2005,Gallop,Manga,Sports,Team Sports,PG-13 - Teens 13 or older,7.921,6852,1178
Final Fantasy VII: Advent Children Complete,OVA,1,Spring 2009,Square Enix,Game,"Action, Fantasy",Super Power,PG-13 - Teens 13 or older,7.921,6862,1483
Hanasaku Iroha: Blossoms for Tomorrow,TV,26,Spring 2011,P.A. Works,Original,Drama,Workplace,PG-13 - Teens 13 or older,7.921,6872,627
Bungo Stray Dogs: Dead Apple,Movie,1,Spring 2018,Bones,Manga,"Action, Comedy, Mystery, Supernatural",Super Power,R - 17+ (violence & profanity),7.911,6882,904
Date A Live II: Kurumi Star Festival,OVA,1,Winter 2015,Production IMS,Light novel,"Romance, Slice of Life",,PG-13 - Teens 13 or older,7.911,6892,1201
Is It Wrong to Try to Pick Up Girls in a Dungeon? IV,TV,Unknown,Summer 2022,J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy, Romance",,PG-13 - Teens 13 or older,7.911,6902,1142
Ergo Proxy,TV,23,Winter 2006,Manglobe,Original,"Mystery, Sci-Fi",Psychological,R - 17+ (violence & profanity),7.911,6912,309
Ponyo,Movie,1,Summer 2008,Studio Ghibli,Original,"Adventure, Fantasy",,G - All Ages,7.911,6922,370
Sans Famille,TV,23,Fall 1996,Nippon Animation,Novel,"Adventure, Drama, Slice of Life",Historical,G - All Ages,7.911,6932,4395
JoJo's Bizarre Adventure,TV,26,Fall 2012,David Production,Manga,"Action, Adventure, Supernatural",Vampire,R - 17+ (violence & profanity),7.911,6942,64
Jormungand Season 2: Perfect Order,TV,12,Fall 2012,White Fox,Manga,"Action, Adventure",Organized Crime,R+ - Mild Nudity,7.911,6952,1132
Kaleido Star,TV,51,Spring 2003,Gonzo,Original,"Comedy, Drama, Fantasy",Performing Arts,PG-13 - Teens 13 or older,7.911,6962,2062
Kono Oto Tomare!: Sounds of Life,TV,13,Spring 2019,Platinum Vision,Manga,"Drama, Romance","Music, Performing Arts, School",PG-13 - Teens 13 or older,7.911,6972,809
The Garden of Words,Movie,1,Spring 2013,CoMix Wave Films,Original,"Drama, Romance, Slice of Life",Visual Arts,PG-13 - Teens 13 or older,7.911,6982,191
Lupin the Third,TV,24,Fall 2015,Telecom Animation Film,Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,PG-13 - Teens 13 or older,7.911,6992,2353
Macross,TV,36,Fall 1982,Tatsunoko Production,Original,"Action, Romance, Sci-Fi","Mecha, Military, Music, Space",PG-13 - Teens 13 or older,7.911,7002,1796
One Piece Film: Gold,Movie,1,Summer 2016,Toei Animation,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,7.911,7012,1135
My Love Story!!,TV,24,Spring 2015,Madhouse,Manga,"Comedy, Romance",,PG-13 - Teens 13 or older,7.911,7022,285
The King's Avatar,ONA,12,Spring 2017,B.CMAY PICTURES,Novel,Action,Video Game,PG-13 - Teens 13 or older,7.911,7032,570
Cromartie High School,TV,26,Fall 2003,Production I.G,Manga,Comedy,"Delinquents, Gag Humor, School",PG-13 - Teens 13 or older,7.911,7042,1452
Polar Bear Cafe,TV,50,Spring 2012,Pierrot,Manga,"Comedy, Slice of Life","Anthropomorphic, Gag Humor, Iyashikei, Workplace",G - All Ages,7.911,7052,1949
TONIKAWA: Over The Moon For You,TV,12,Fall 2020,Seven Arcs,Manga,"Comedy, Romance",,PG-13 - Teens 13 or older,7.911,7062,288
Ushio & Tora,TV,13,Spring 2016,"MAPPA, Studio VOLN",Manga,"Action, Adventure, Comedy, Supernatural",Mythology,PG-13 - Teens 13 or older,7.911,7072,1502
The Case Study of Vanitas,TV,12,Summer 2021,Bones,Manga,Supernatural,"Historical, Vampire",R - 17+ (violence & profanity),7.911,7082,468
Bloom Into You,TV,13,Fall 2018,TROYCA,Manga,"Drama, Girls Love, Romance",School,PG-13 - Teens 13 or older,7.911,7092,689
Yuri!!! on Ice,TV,12,Fall 2016,MAPPA,Original,Sports,,PG-13 - Teens 13 or older,7.911,7102,176
Zoku Sayonara Zetsubou Sensei,TV,13,Winter 2008,Shaft,Manga,Comedy,"Gag Humor, Parody, School",R - 17+ (violence & profanity),7.911,7112,1487
Big Windup!,TV,25,Spring 2007,A-1 Pictures,Manga,"Comedy, Sports",Team Sports,PG-13 - Teens 13 or older,7.901,7122,1844
The Story of Saiunkoku,TV,39,Spring 2006,Madhouse,Light novel,"Adventure, Comedy, Drama, Fantasy, Romance","Historical, Reverse Harem",PG-13 - Teens 13 or older,7.901,7132,1918
School Rumble,TV,26,Fall 2004,Studio Comet,Manga,"Comedy, Romance","Gag Humor, Love Polygon, School",PG-13 - Teens 13 or older,7.901,7142,630
Shadows House 2nd Season,TV,12,Summer 2022,CloverWorks,Manga,"Slice of Life, Supernatural",,PG-13 - Teens 13 or older,7.901,7152,2401
KenIchi: The Mightiest Disciple OVA,OVA,11,Spring 2012,Brain's Base,Manga,"Action, Comedy","Martial Arts, School",R+ - Mild Nudity,7.901,7162,2594
Prince of Tennis: National Championship Chapter,OVA,13,Spring 2006,M.S.C,Manga,Sports,,PG-13 - Teens 13 or older,7.901,7172,2897
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,OVA,6,Summer 2007,M.S.C,Manga,Sports,,PG-13 - Teens 13 or older,7.901,7182,3272
Terra e... (TV),TV,24,Spring 2007,"Tokyo Kids, Minami Machi Bugyousho",Manga,"Action, Drama, Sci-Fi","Military, Space",PG-13 - Teens 13 or older,7.901,7192,2483
Vampire Hunter D: Bloodlust,Movie,1,Summer 2000,Madhouse,Light novel,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi",Vampire,R - 17+ (violence & profanity),7.901,7202,1234
Aria the Avvenire,Special,3,Fall 2015,TYO Animations,Manga,"Fantasy, Sci-Fi, Slice of Life",Iyashikei,G - All Ages,7.901,7212,3867
Death Billiards,Movie,1,Spring 2013,Madhouse,Original,"Drama, Supernatural, Suspense","Adult Cast, High Stakes Game, Psychological",R - 17+ (violence & profanity),7.901,7222,902
Drifters,TV,12,Fall 2016,Hoods Drifters Studio,Manga,"Action, Adventure, Comedy, Fantasy","Adult Cast, Historical, Isekai, Samurai",R - 17+ (violence & profanity),7.901,7232,360
ef - a tale of memories.,TV,12,Fall 2007,Shaft,Visual novel,"Drama, Mystery, Romance",,PG-13 - Teens 13 or older,7.901,7242,824
Free! Eternal Summer: Kindan no All Hard!,Special,1,Spring 2015,"Kyoto Animation, Animation Do",Original,"Comedy, Slice of Life",School,PG-13 - Teens 13 or older,7.901,7252,1934
School Babysitters,TV,12,Winter 2018,Brain's Base,Manga,"Comedy, Slice of Life","Childcare, Iyashikei, School",PG-13 - Teens 13 or older,7.901,7262,699
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Movie,1,Winter 1988,Kitty Film Mitaka Studio,Novel,"Action, Sci-Fi","Adult Cast, Military, Space",PG-13 - Teens 13 or older,7.901,7272,3249
Hidamari Sketch x ☆☆☆,TV,12,Winter 2010,Shaft,4-koma manga,"Comedy, Slice of Life","CGDCT, Iyashikei, School, Visual Arts",PG-13 - Teens 13 or older,7.901,7282,3810
When They Cry,TV,26,Spring 2006,Studio Deen,Visual novel,"Horror, Mystery, Supernatural, Suspense","Gore, Psychological",R - 17+ (violence & profanity),7.901,7292,207
Hell Girl: Two Mirrors,TV,26,Fall 2006,Studio Deen,Original,"Horror, Mystery, Supernatural",Psychological,R - 17+ (violence & profanity),7.901,7302,1291
The Demon Girl Next Door 2,TV,12,Spring 2022,J.C.Staff,4-koma manga,"Comedy, Slice of Life",Mahou Shoujo,PG-13 - Teens 13 or older,7.901,7312,2710
Macross Frontier,TV,25,Spring 2008,Satelight,Original,"Action, Romance, Sci-Fi","Mecha, Military, Music, Space",PG-13 - Teens 13 or older,7.901,7322,1373
Carole & Tuesday,TV,24,Spring 2019,Bones,Original,"Drama, Sci-Fi",Music,PG-13 - Teens 13 or older,7.891,7332,669
Code Geass: Lelouch of the Rebellion I - Initiation,Movie,1,Fall 2017,Sunrise,Original,"Action, Sci-Fi","Mecha, Military, School, Super Power",R+ - Mild Nudity,7.891,7342,1916
Fate/Grand Carnival,OVA,4,Winter 2021,Lerche,Game,"Comedy, Fantasy, Supernatural",,PG-13 - Teens 13 or older,7.891,7352,2914
Galaxy Warring State Chronicle Rai,TV,52,Spring 1994,E&G Films,Manga,"Adventure, Romance, Sci-Fi",Space,PG-13 - Teens 13 or older,7.891,7362,4927
Initial D Third Stage,Movie,1,Winter 2001,Studio Deen,Manga,"Action, Drama, Romance",Racing,PG-13 - Teens 13 or older,7.891,7372,1295
The World God Only Knows II,TV,12,Spring 2011,Manglobe,Manga,"Comedy, Romance, Supernatural","Harem, Otaku Culture",PG-13 - Teens 13 or older,7.891,7382,514
The Secret World of Arrietty,Movie,1,Summer 2010,Studio Ghibli,Novel,Fantasy,,G - All Ages,7.891,7392,654
Megalo Box,TV,13,Spring 2018,TMS Entertainment,Original,"Sci-Fi, Sports",Combat Sports,R - 17+ (violence & profanity),7.891,7402,398
Mobile Suit Zeta Gundam,TV,50,Spring 1985,Sunrise,Original,"Drama, Romance, Sci-Fi","Mecha, Military, Space",PG-13 - Teens 13 or older,7.891,7412,2334
Sekaiichi Hatsukoi OVA,OVA,2,Spring 2011,Studio Deen,Manga,"Boys Love, Comedy, Drama, Romance",,PG-13 - Teens 13 or older,7.891,7422,2280
Fog Hill of Five Elements,ONA,3,Summer 2020,"Nice Boat Animation, Samsara Animation Studio",Original,"Action, Fantasy","Historical, Martial Arts",R - 17+ (violence & profanity),7.891,7432,2943
Magical Girl Lyrical Nanoha: The Movie 1st,Movie,1,Winter 2010,Seven Arcs,Original,"Action, Comedy, Drama, Sci-Fi",Mahou Shoujo,R+ - Mild Nudity,7.881,7442,3557
One Piece: Episode of East Blue - Luffy and His Four Crewmates' Great Adventure,Special,1,Summer 2017,Toei Animation,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,7.881,7452,3363
Spice and Wolf II: The Wolf and the Amber Melancholy,OVA,1,Spring 2009,"Brain's Base, Marvy Jack",Light novel,"Adventure, Fantasy, Romance","Adult Cast, Historical",PG-13 - Teens 13 or older,7.881,7462,1255
Mr. Osomatsu the Movie,Movie,1,Spring 2019,Pierrot,Manga,Comedy,"Gag Humor, Parody",R - 17+ (violence & profanity),7.881,7472,5057
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,1,Spring 2014,Studio Deen,Light novel,"Boys Love, Comedy, Drama, Romance",,PG-13 - Teens 13 or older,7.881,7482,2403
Space Dandy,TV,13,Winter 2014,Bones,Original,"Comedy, Sci-Fi","Adult Cast, Space",PG-13 - Teens 13 or older,7.881,7492,608
Zan Sayonara Zetsubou Sensei,TV,13,Summer 2009,Shaft,Manga,Comedy,"Gag Humor, Parody, School",R - 17+ (violence & profanity),7.881,7502,1775
Carnival Phantasm,OVA,12,Summer 2011,Lerche,Manga,"Comedy, Supernatural",Parody,PG-13 - Teens 13 or older,7.881,7512,1084
Case Closed: The Fourteenth Target,Movie,1,Spring 1998,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,PG-13 - Teens 13 or older,7.881,7522,2495
Hozuki's Coolheadedness 2,TV,13,Fall 2017,Studio Deen,Manga,"Comedy, Fantasy, Supernatural",Mythology,PG-13 - Teens 13 or older,7.881,7532,2910
How to Eat Life,Music,1,Spring 2020,"None found, add some",Music,"Horror, Supernatural",Music,R - 17+ (violence & profanity),7.881,7542,8317
Les Misérables: Shoujo Cosette,TV,52,Winter 2007,Nippon Animation,Novel,"Drama, Slice of Life",Historical,G - All Ages,7.881,7552,3771
Beastars,TV,12,Fall 2019,Orange,Manga,"Drama, Slice of Life","Anthropomorphic, Psychological, School",R - 17+ (violence & profanity),7.871,7562,205
Beelzebub,TV,60,Winter 2011,Pierrot Plus,Manga,"Action, Comedy, Supernatural","Childcare, Delinquents, Mythology, School",PG-13 - Teens 13 or older,7.871,7572,334
Berserk: The Golden Age Arc II - The Battle for Doldrey,Movie,1,Summer 2012,Studio 4°C,Manga,"Action, Adventure, Drama, Fantasy, Horror, Supernatural","Gore, Military, Mythology",R+ - Mild Nudity,7.871,7582,1048
Sailor Moon S,TV,38,Spring 1994,Toei Animation,Manga,"Drama, Romance",Mahou Shoujo,PG-13 - Teens 13 or older,7.871,7592,1410
Bleach,TV,366,Fall 2004,Pierrot,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,7.871,7602,40
The Ideon: Be Invoked,Movie,1,Summer 1982,Sunrise,Original,"Drama, Sci-Fi","Mecha, Space",R+ - Mild Nudity,7.871,7612,6056
Dramaturgy,Music,1,Fall 2017,"None found, add some",Original,,Music,G - All Ages,7.871,7622,7583
Fate/Grand Order: Final Singularity - Grand Temple of Time: Solomon,Movie,1,Summer 2021,CloverWorks,Game,"Action, Fantasy, Supernatural",Isekai,PG-13 - Teens 13 or older,7.871,7632,2528
Free! Starting Days,Movie,1,Winter 2016,Kyoto Animation,Light novel,"Drama, Sports",School,PG-13 - Teens 13 or older,7.871,7642,1973
Lupin III vs. Detective Conan: The Movie,Movie,1,Winter 2014,TMS Entertainment,Unknown,"Action, Comedy, Mystery",,G - All Ages,7.871,7652,3609
The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm,OVA,3,Fall 2021,Studio Kafka,Manga,"Fantasy, Slice of Life",,PG-13 - Teens 13 or older,7.871,7662,2674
Noragami Aragoto OVA,OVA,2,Fall 2015,Bones,Manga,"Comedy, Fantasy",Mythology,PG-13 - Teens 13 or older,7.871,7672,829
One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends,Special,1,Summer 2014,Toei Animation,Manga,"Adventure, Fantasy",,PG-13 - Teens 13 or older,7.871,7682,2044
Princess Connect! Re:Dive Season 2,TV,12,Winter 2022,CygamesPictures,Game,"Action, Adventure, Comedy, Fantasy",,PG-13 - Teens 13 or older,7.871,7692,1804
"Sayonara, Zetsubou-Sensei",TV,12,Summer 2007,Shaft,Manga,Comedy,"Gag Humor, Parody, School",R - 17+ (violence & profanity),7.871,7702,601
Seitokai Yakuindomo* OVA,OVA,10,Spring 2014,GoHands,4-koma manga,Comedy,"Gag Humor, School",R - 17+ (violence & profanity),7.871,7712,2157
Sekai Ichi Hatsukoi - World's Greatest First Love 2,TV,12,Fall 2011,Studio Deen,Manga,"Boys Love, Comedy, Drama, Romance",,PG-13 - Teens 13 or older,7.871,7722,1324
Summer Ghost,Movie,1,Fall 2021,Flat Studio,Mixed media,Supernatural,,PG-13 - Teens 13 or older,7.871,7732,2739
The Prince of Tennis,TV,178,Fall 2001,Trans Arts,Manga,Sports,School,PG-13 - Teens 13 or older,7.871,7742,1188
Tentai Senshi Sunred 2nd Season,TV,26,Fall 2009,AIC ASTA,Manga,Comedy,"Parody, Super Power",PG-13 - Teens 13 or older,7.871,7752,6366
Tiger & Bunny,TV,25,Spring 2011,Sunrise,Original,"Action, Comedy, Mystery","Adult Cast, Super Power",PG-13 - Teens 13 or older,7.871,7762,944
Gunbuster,OVA,6,Fall 1988,Gainax,Original,"Action, Comedy, Drama, Sci-Fi","Mecha, Military, Space",R+ - Mild Nudity,7.871,7772,1613
Magic Kaito 1412,TV,24,Fall 2014,A-1 Pictures,Manga,"Adventure, Comedy, Romance",,PG-13 - Teens 13 or older,7.861,7782,1599
The Irresponsible Captain Tylor,TV,26,Winter 1993,Tatsunoko Production,Light novel,"Comedy, Sci-Fi","Adult Cast, Military, Parody, Space",PG-13 - Teens 13 or older,7.861,7792,2859
Attack on Titan OAD,OVA,3,Winter 2014,Wit Studio,Manga,"Action, Drama","Gore, Survival",R - 17+ (violence & profanity),7.861,7802,456
